AD,election_district,pct_reported,zohran_kwame_mamdani,scott_m_stringer,selma_k_bartholomew,zellnor_myrie,adrienne_e_adams,andrew_m_cuomo,jessica_ramos,whitney_r_tilson,michael_blake,brad_lander,paperboy_love_prince,write_in
AD54-3,ED 62,99,10,0,0,0,1,21,0,0,1,0,0,0
AD54-3,ED 63,99,22,0,0,0,1,4,0,0,0,0,0,0
AD54-3,ED 64,99,23,0,0,0,1,5,0,0,0,0,0,0
AD54-3,ED 65,99,0,0,0,0,0,0,0,0,0,0,0,0
AD55-3,ED 1,99,270,4,0,3,24,88,2,2,1,23,0,0
AD55-3,ED 2,99,172,1,0,2,20,77,2,0,2,17,1,3
AD55-3,ED 3,99,141,2,0,3,8,111,5,0,1,9,0,2
AD55-3,ED 4,99,7,1,0,0,5,5,0,0,0,1,0,0
AD55-3,ED 5,85.71,170,2,1,2,19,67,0,0,0,15,2,2
AD55-3,ED 6,85.71,128,1,0,1,12,46,2,0,0,7,0,0
AD55-3,ED 7,99,222,2,0,1,25,71,2,0,1,20,0,0
AD55-3,ED 8,85.71,132,2,0,3,29,94,0,0,2,6,1,0
AD55-3,ED 9,99,167,4,2,5,25,85,1,1,2,11,1,0
AD55-3,ED 10,99,175,3,0,5,19,105,1,0,5,14,0,0
AD55-3,ED 11,99,112,1,0,3,9,49,0,0,1,5,1,0
AD55-3,ED 12,85.71,118,2,0,3,15,65,0,0,4,8,1,0
AD55-3,ED 13,99,155,1,0,2,14,86,0,1,0,3,1,0
AD55-3,ED 14,99,163,2,0,4,16,44,0,0,0,13,1,2
AD55-3,ED 15,99,164,2,1,4,16,97,0,1,2,5,0,1
AD55-3,ED 16,99,98,2,0,5,34,149,4,0,3,5,0,0
AD55-3,ED 17,99,27,0,1,0,3,14,0,0,0,0,0,0
AD55-3,ED 18,99,0,0,0,0,0,1,0,0,0,0,0,0
AD55-3,ED 19,99,85,2,0,1,13,56,0,0,0,4,0,0
AD55-3,ED 20,99,23,1,0,0,9,55,0,0,0,1,0,2
AD55-3,ED 21,99,3,0,0,0,0,6,0,0,0,0,0,0
AD55-3,ED 22,99,10,1,0,0,7,38,0,0,1,0,0,1
AD55-3,ED 23,99,34,2,0,3,11,70,0,0,0,1,0,0
AD55-3,ED 24,99,50,3,1,3,9,73,3,0,1,1,0,0
AD55-3,ED 25,99,38,0,0,4,17,83,1,0,0,0,0,0
AD55-3,ED 26,99,30,5,1,3,13,78,2,0,1,1,0,1
AD55-3,ED 27,99,16,1,0,4,10,80,2,0,2,2,0,0
AD55-3,ED 28,99,23,1,0,3,10,95,0,0,1,0,0,0
AD55-3,ED 29,99,24,1,1,1,8,68,0,0,1,0,0,1
AD55-3,ED 30,99,34,2,0,2,17,84,2,1,0,2,0,0
AD55-3,ED 31,99,3,1,0,0,1,14,0,0,0,0,0,0
AD55-3,ED 32,99,27,0,0,1,10,46,0,0,2,2,0,0
AD55-3,ED 33,99,55,3,0,6,27,165,0,2,3,4,0,0
AD55-3,ED 34,99,12,1,0,0,5,60,0,1,1,0,0,0
AD55-3,ED 35,99,19,2,0,0,1,51,0,0,1,0,0,0
AD55-3,ED 36,99,53,0,3,4,18,133,1,0,0,1,0,0
AD55-3,ED 37,99,4,1,0,0,1,13,0,0,0,0,0,0
AD55-3,ED 38,99,41,1,0,1,14,126,2,0,1,2,0,1
AD55-3,ED 39,99,58,2,0,8,27,140,3,0,2,6,0,2
AD55-3,ED 40,99,24,6,2,1,14,79,1,0,0,1,1,0
AD55-3,ED 41,99,25,0,0,2,7,87,1,0,1,2,0,2
AD55-3,ED 42,99,19,0,0,4,10,55,0,1,1,3,1,0
AD55-3,ED 43,99,21,0,0,5,9,46,1,1,0,2,0,0
AD55-3,ED 44,99,33,2,0,8,22,98,0,0,1,0,1,2
AD55-3,ED 45,99,47,1,0,3,29,133,1,0,1,6,0,0
AD55-3,ED 46,99,13,2,0,2,15,57,0,0,0,2,0,0
AD55-3,ED 47,99,34,3,0,8,22,110,4,2,3,3,2,0
AD55-3,ED 48,99,52,4,0,8,12,137,1,0,2,3,0,0
AD55-3,ED 49,99,51,0,0,10,5,120,1,0,3,2,1,1
AD55-3,ED 50,99,40,2,0,5,14,90,0,0,2,6,0,0
AD55-3,ED 51,99,149,2,1,5,10,155,0,1,4,5,0,0
AD55-3,ED 52,99,105,0,0,4,11,134,0,0,2,4,0,0
AD55-3,ED 53,99,131,1,0,5,15,124,0,0,1,2,3,1
AD55-3,ED 54,99,32,1,1,2,4,24,0,0,4,2,0,0
AD55-3,ED 55,99,39,2,0,1,13,85,1,0,1,0,0,0
AD55-3,ED 56,99,88,4,0,5,23,149,1,2,1,4,0,0
AD55-3,ED 57,99,104,2,1,8,21,108,0,0,3,5,0,0
AD55-3,ED 58,99,0,0,0,0,0,0,0,0,0,0,0,0
AD55-3,ED 59,99,71,0,0,2,16,111,2,1,0,2,0,0
AD55-3,ED 60,99,91,0,0,5,12,84,0,0,0,4,0,0
AD55-3,ED 61,99,73,3,1,7,13,79,0,0,0,6,0,0
AD55-3,ED 62,99,64,2,0,2,6,59,1,0,3,3,0,0
AD55-3,ED 63,99,107,1,2,2,18,134,1,1,3,8,0,0
AD55-3,ED 64,99,64,2,1,2,22,142,0,0,1,0,0,1
AD55-3,ED 65,99,0,0,0,0,0,0,0,0,0,0,0,0
AD55-3,ED 66,99,0,0,0,0,0,0,0,0,0,0,0,0
AD56-3,ED 1,99,33,1,0,1,9,98,0,0,0,0,0,0
AD56-3,ED 2,99,36,1,0,0,13,78,0,0,1,2,0,1
AD56-3,ED 3,99,91,1,0,1,16,208,0,1,0,6,0,2
AD56-3,ED 4,99,152,1,0,2,8,74,1,1,0,11,1,0
AD56-3,ED 5,99,37,3,0,0,13,96,0,0,0,1,0,2
AD56-3,ED 6,99,41,1,0,1,6,90,2,0,1,2,0,1
AD56-3,ED 7,99,32,0,0,0,11,80,0,0,2,0,0,0
AD56-3,ED 8,99,244,0,0,0,12,100,0,0,0,19,1,2
AD56-3,ED 9,99,316,4,2,2,18,76,0,0,3,19,1,0
AD56-3,ED 10,99,232,0,0,2,19,71,1,1,0,19,0,0
AD56-3,ED 11,99,327,3,1,2,9,108,1,1,3,18,0,0
AD56-3,ED 12,99,401,1,1,3,11,47,0,0,0,22,0,1
AD56-3,ED 13,99,234,1,0,1,13,97,0,0,2,14,0,2
AD56-3,ED 14,99,273,1,0,2,11,50,0,0,6,11,1,0
AD56-3,ED 15,99,67,1,0,1,6,55,0,0,1,1,0,0
AD56-3,ED 16,99,154,0,2,2,12,56,2,2,0,12,0,0
AD56-3,ED 17,99,234,2,1,4,13,86,1,0,0,11,0,0
AD56-3,ED 18,99,26,0,0,2,0,0,0,0,0,1,0,0
AD56-3,ED 19,99,236,1,0,3,11,72,0,0,2,28,0,1
AD56-3,ED 20,99,403,3,0,2,14,81,2,1,0,32,1,2
AD56-3,ED 21,99,278,4,0,1,20,70,0,1,1,31,0,0
AD56-3,ED 22,99,197,1,0,2,24,56,2,1,0,9,0,0
AD56-3,ED 23,99,230,1,0,2,14,56,0,2,2,13,3,0
AD56-3,ED 24,99,324,2,0,6,25,82,0,2,1,21,0,1
AD56-3,ED 25,99,378,0,0,4,10,42,0,1,2,28,1,0
AD56-3,ED 26,99,177,1,1,4,16,107,1,1,3,11,0,1
AD56-3,ED 27,99,381,5,2,0,20,64,0,0,1,33,0,0
AD56-3,ED 28,99,241,4,1,4,22,71,0,0,2,30,0,1
AD56-3,ED 29,99,353,3,2,4,27,133,5,3,3,22,1,0
AD56-3,ED 30,99,271,4,1,2,18,71,2,2,2,13,0,0
AD56-3,ED 31,99,265,3,0,3,16,51,0,1,0,28,0,0
AD56-3,ED 32,99,353,3,0,4,17,77,1,0,1,38,0,0
AD56-3,ED 33,99,274,4,0,3,16,68,0,1,5,25,0,0
AD56-3,ED 34,99,152,1,0,5,15,97,0,2,2,16,1,0
AD56-3,ED 35,99,256,1,1,2,19,92,2,2,3,27,1,0
AD56-3,ED 36,99,265,3,0,4,21,82,1,1,3,14,1,0
AD56-3,ED 37,99,379,6,1,4,27,107,1,1,4,54,0,0
AD56-3,ED 38,99,373,2,1,3,27,58,0,0,4,35,1,1
AD56-3,ED 39,99,257,2,2,4,18,57,2,1,3,21,1,0
AD56-3,ED 40,99,253,5,1,5,32,78,0,2,3,37,0,0
AD56-3,ED 41,85.71,297,0,0,7,20,60,0,0,1,30,0,1
AD56-3,ED 42,99,259,2,1,5,23,87,1,1,1,29,0,0
AD56-3,ED 43,99,252,7,1,5,29,100,1,1,7,39,1,0
AD56-3,ED 44,99,347,2,0,9,23,79,0,1,3,48,1,1
AD56-3,ED 45,99,266,3,0,2,20,66,0,0,2,29,0,0
AD56-3,ED 46,99,331,0,0,1,20,81,1,1,3,51,0,0
AD56-3,ED 47,99,336,3,1,7,39,82,0,2,3,43,1,1
AD56-3,ED 48,99,346,7,0,5,45,110,0,0,4,46,0,0
AD56-3,ED 49,85.71,306,2,0,8,30,86,0,1,1,25,0,0
AD56-3,ED 50,85.71,345,5,1,7,31,89,1,4,5,42,2,1
AD56-3,ED 51,85.71,23,0,0,1,10,39,0,0,1,2,0,0
AD56-3,ED 52,85.71,40,1,0,2,19,51,0,0,3,2,0,1
AD56-3,ED 53,99,306,0,1,6,13,74,0,1,0,33,3,0
AD56-3,ED 54,99,151,2,0,3,8,34,2,0,3,5,1,0
AD56-3,ED 55,99,125,3,1,6,23,81,1,1,2,18,1,3
AD56-3,ED 56,85.71,298,5,1,5,38,93,2,0,3,34,0,0
AD56-3,ED 57,99,27,0,0,0,3,22,0,0,0,2,0,0
AD56-3,ED 58,99,438,2,0,9,32,105,1,0,0,35,0,0
AD56-3,ED 59,99,236,3,0,2,17,37,0,1,1,25,0,1
AD56-3,ED 60,99,138,1,1,3,6,48,1,0,1,6,0,0
AD56-3,ED 61,99,140,1,0,6,6,37,2,0,1,7,1,0
AD56-3,ED 62,99,142,1,0,5,22,121,0,0,4,5,1,1
AD56-3,ED 63,99,299,2,0,8,33,75,0,0,1,43,1,1
AD56-3,ED 64,99,137,3,0,9,11,71,0,0,2,14,1,0
AD56-3,ED 65,99,71,1,0,1,7,37,0,0,1,5,0,1
AD56-3,ED 66,99,53,0,0,1,4,39,0,0,1,8,0,1
AD56-3,ED 67,99,21,1,0,1,13,53,0,1,2,0,0,0
AD56-3,ED 68,99,67,5,2,3,6,42,0,0,1,6,1,0
AD56-3,ED 69,99,345,0,0,4,11,69,1,0,7,33,0,1
AD56-3,ED 70,99,68,0,0,1,1,0,0,0,0,3,0,0
AD57-3,ED 1,99,59,2,0,5,21,70,1,0,1,1,0,0
AD57-3,ED 2,99,46,0,0,4,19,92,0,1,2,2,0,0
AD57-3,ED 3,99,50,1,0,2,16,73,1,1,3,3,0,0
AD57-3,ED 4,99,36,4,0,0,13,90,0,3,0,6,0,1
AD57-3,ED 5,99,16,0,1,1,6,37,0,0,1,2,1,0
AD57-3,ED 6,99,30,0,0,1,14,70,2,0,1,1,0,1
AD57-3,ED 7,99,20,2,0,3,13,65,0,0,1,1,0,0
AD57-3,ED 8,99,376,3,0,7,9,43,1,0,1,80,2,0
AD57-3,ED 9,99,290,5,0,6,18,56,0,2,0,65,1,0
AD57-3,ED 10,99,404,5,1,10,43,108,1,0,5,107,1,1
AD57-3,ED 11,99,351,7,0,5,39,110,2,4,2,150,0,0
AD57-3,ED 12,99,85,0,0,0,3,38,1,0,0,13,0,1
AD57-3,ED 13,99,45,0,0,7,24,272,2,2,0,11,0,13
AD57-3,ED 14,99,102,3,0,1,13,125,0,2,2,12,0,3
AD57-3,ED 15,99,255,4,0,11,29,97,0,3,2,86,1,1
AD57-3,ED 16,99,327,5,0,12,26,50,1,5,3,113,0,0
AD57-3,ED 17,99,310,7,2,8,15,48,1,1,1,115,1,0
AD57-3,ED 18,99,123,4,0,6,9,30,1,6,2,73,0,1
AD57-3,ED 19,99,290,1,0,7,15,34,0,3,1,132,0,0
AD57-3,ED 20,99,339,5,0,9,21,55,3,9,1,136,1,0
AD57-3,ED 21,99,306,3,1,11,11,42,1,6,1,114,0,0
AD57-3,ED 22,99,413,4,1,8,22,75,2,6,2,130,1,0
AD57-3,ED 23,99,327,8,2,0,15,66,1,1,2,83,0,0
AD57-3,ED 24,99,233,0,0,1,9,28,2,1,1,40,0,0
AD57-3,ED 25,99,189,3,0,2,14,126,0,1,2,27,1,2
AD57-3,ED 26,99,167,3,1,6,23,77,2,6,0,74,0,0
AD57-3,ED 27,99,377,7,2,13,29,90,0,3,1,138,0,0
AD57-3,ED 28,99,251,5,2,8,54,158,1,3,3,61,0,2
AD57-3,ED 29,99,293,5,0,8,31,88,2,4,2,130,0,1
AD57-3,ED 30,99,204,15,2,8,87,243,1,3,6,59,1,1
AD57-3,ED 31,60,11,0,0,0,6,28,0,0,1,2,0,0
AD57-3,ED 32,99,401,6,1,5,9,50,1,0,1,49,1,2
AD57-3,ED 33,99,488,7,0,6,20,69,2,1,1,66,1,0
AD57-3,ED 34,99,477,2,1,8,9,43,1,1,2,66,0,0
AD57-3,ED 35,99,398,2,0,5,15,84,2,3,1,73,1,0
AD57-3,ED 36,99,421,4,0,7,15,81,0,0,0,69,1,0
AD57-3,ED 37,99,451,5,0,2,20,94,0,2,1,58,2,2
AD57-3,ED 38,99,319,1,2,6,9,31,1,3,5,31,0,0
AD57-3,ED 39,99,251,2,0,4,11,47,1,0,0,67,0,0
AD57-3,ED 40,99,281,1,1,8,6,44,0,0,0,33,0,0
AD57-3,ED 41,99,263,1,0,6,11,49,1,2,1,29,0,0
AD57-3,ED 42,99,215,3,0,9,12,34,0,2,3,52,0,0
AD57-3,ED 43,99,381,14,1,19,44,108,1,3,5,193,1,1
AD57-3,ED 44,99,347,5,0,11,37,51,1,6,1,131,2,1
AD57-3,ED 45,99,296,3,0,2,30,66,0,2,1,79,0,0
AD57-3,ED 46,99,414,6,0,9,24,67,2,8,2,100,0,0
AD57-3,ED 47,99,512,2,0,10,19,49,1,0,0,105,0,0
AD57-3,ED 48,99,478,5,0,11,24,55,1,5,2,121,3,0
AD57-3,ED 49,99,487,5,1,16,22,80,1,1,4,128,2,0
AD57-3,ED 50,99,388,6,2,3,29,90,0,3,0,109,0,1
AD57-3,ED 51,99,506,4,2,14,39,73,2,2,2,121,1,1
AD57-3,ED 52,99,399,8,0,13,7,43,0,4,2,89,1,0
AD57-3,ED 53,99,274,0,0,3,5,45,1,0,1,47,1,1
AD57-3,ED 54,99,431,3,0,5,8,33,1,0,2,89,0,0
AD57-3,ED 55,99,440,5,2,13,15,75,2,1,1,67,1,1
AD57-3,ED 56,99,388,4,0,14,15,74,1,3,3,66,2,1
AD57-3,ED 57,99,344,8,0,13,21,99,1,2,1,93,0,0
AD57-3,ED 58,99,369,2,0,13,13,46,0,1,1,83,0,0
AD57-3,ED 59,99,312,1,0,14,12,63,0,0,2,66,0,0
AD57-3,ED 60,99,446,4,1,21,23,129,1,2,7,70,0,0
AD57-3,ED 61,99,338,5,1,25,26,118,1,1,2,49,0,2
AD57-3,ED 62,99,259,0,2,11,10,86,0,0,0,28,0,0
AD57-3,ED 63,99,354,3,1,28,26,115,1,0,0,34,0,0
AD57-3,ED 64,88.89,131,2,0,12,14,94,1,0,3,15,0,1
AD57-3,ED 65,88.89,131,5,2,17,24,141,2,0,3,8,1,2
AD57-3,ED 66,88.89,118,5,0,6,9,85,0,1,0,27,0,0
AD57-3,ED 67,99,26,0,0,1,2,10,0,0,0,10,0,1
AD57-3,ED 68,99,170,0,0,5,3,12,0,0,0,38,0,0
AD57-3,ED 69,99,64,0,0,1,6,8,0,0,1,16,0,0
AD57-3,ED 70,88.89,168,2,1,4,7,60,1,1,4,37,0,1
AD57-3,ED 71,99,71,1,0,2,12,162,0,3,0,13,1,6
AD57-3,ED 72,99,147,1,1,1,1,18,1,0,0,9,0,0
AD57-3,ED 73,99,330,5,1,20,22,76,1,6,3,122,0,0
AD57-3,ED 74,99,267,5,1,2,17,55,1,7,2,92,1,0
AD57-3,ED 75,99,20,0,0,0,0,1,0,0,0,1,0,0
AD57-3,ED 76,99,2,0,0,0,0,2,0,0,0,0,0,0
AD57-3,ED 77,99,0,0,0,0,0,0,0,0,0,0,0,0
AD57-3,ED 78,99,0,0,0,0,0,0,0,0,0,0,0,0
AD57-3,ED 79,99,0,0,0,0,0,0,0,0,0,0,0,0
AD57-3,ED 80,99,0,0,0,0,0,0,0,0,0,0,0,0
AD57-3,ED 81,99,0,0,0,0,0,0,0,0,0,0,0,0
AD58-3,ED 1,99,47,1,0,9,13,103,0,0,0,3,0,0
AD58-3,ED 2,99,37,1,0,5,11,105,0,0,1,4,0,0
AD58-3,ED 3,99,74,7,1,12,8,184,0,0,2,3,0,0
AD58-3,ED 4,99,43,1,0,6,7,122,0,0,0,1,0,1
AD58-3,ED 5,99,54,0,0,8,11,122,0,0,0,4,0,0
AD58-3,ED 6,99,29,1,0,7,7,124,0,0,3,1,0,0
AD58-3,ED 7,99,40,0,0,4,10,165,0,0,2,1,0,0
AD58-3,ED 8,99,53,2,0,10,16,126,0,0,2,0,0,0
AD58-3,ED 9,99,43,1,1,7,9,137,0,0,0,3,1,1
AD58-3,ED 10,99,37,5,2,5,20,134,0,0,0,0,0,0
AD58-3,ED 11,99,62,0,1,13,17,203,0,0,1,9,0,0
AD58-3,ED 12,99,51,2,0,7,7,128,0,0,3,2,0,0
AD58-3,ED 13,99,65,1,2,10,25,189,0,1,2,2,1,0
AD58-3,ED 14,99,64,2,1,8,13,147,0,0,0,0,0,0
AD58-3,ED 15,99,43,2,1,10,20,165,1,1,0,0,0,0
AD58-3,ED 16,99,41,4,1,3,8,164,1,0,4,3,0,0
AD58-3,ED 17,99,41,2,0,4,18,145,2,0,0,4,0,0
AD58-3,ED 18,99,56,2,1,5,24,183,2,0,2,2,0,0
AD58-3,ED 19,99,31,0,1,5,8,136,2,0,0,0,0,0
AD58-3,ED 20,99,40,1,1,2,10,83,1,0,1,0,0,0
AD58-3,ED 21,99,41,1,0,5,8,150,0,0,0,1,0,0
AD58-3,ED 22,99,5,0,1,2,7,38,0,0,1,1,0,0
AD58-3,ED 23,99,35,0,1,4,11,137,0,0,1,2,0,0
AD58-3,ED 24,99,4,0,0,0,2,5,0,0,0,0,0,0
AD58-3,ED 25,99,72,1,0,1,16,107,1,0,1,2,0,1
AD58-3,ED 26,99,49,1,0,6,7,126,2,0,1,1,0,1
AD58-3,ED 27,99,45,0,0,3,22,151,1,0,3,3,0,2
AD58-3,ED 28,99,70,2,2,1,27,180,0,0,1,2,0,0
AD58-3,ED 29,99,59,1,0,4,18,125,0,0,0,4,0,1
AD58-3,ED 30,99,36,0,0,3,12,99,0,1,2,2,0,0
AD58-3,ED 31,99,33,0,0,6,15,128,0,0,0,1,0,2
AD58-3,ED 32,99,60,2,0,4,20,154,0,0,1,0,0,2
AD58-3,ED 33,99,59,4,0,5,16,129,1,0,1,1,0,0
AD58-3,ED 34,99,94,5,0,7,23,128,2,0,4,4,0,0
AD58-3,ED 35,99,74,2,2,7,29,184,0,0,1,6,0,0
AD58-3,ED 36,99,67,1,0,3,18,119,0,0,2,2,0,0
AD58-3,ED 37,99,85,3,1,4,15,151,0,0,1,13,0,1
AD58-3,ED 38,99,62,1,0,1,8,127,0,0,1,2,0,1
AD58-3,ED 39,85.71,44,0,0,7,10,99,1,0,1,1,0,0
AD58-3,ED 40,85.71,99,0,1,3,12,92,1,0,1,10,0,0
AD58-3,ED 41,99,71,1,0,8,30,127,1,0,2,7,0,0
AD58-3,ED 42,99,68,2,5,3,19,147,0,0,0,3,1,0
AD58-3,ED 43,99,52,2,1,6,11,117,1,0,1,8,0,2
AD58-3,ED 44,85.71,62,2,0,6,18,117,0,0,2,4,0,0
AD58-3,ED 45,85.71,39,1,0,4,17,85,0,0,1,2,0,0
AD58-3,ED 46,99,28,1,0,2,11,79,0,0,1,0,0,0
AD58-3,ED 47,99,5,0,0,1,1,17,0,0,0,0,0,0
AD58-3,ED 48,99,33,3,1,2,5,96,0,0,0,3,0,0
AD58-3,ED 49,99,45,6,1,4,14,112,0,0,2,0,0,0
AD58-3,ED 50,99,46,0,0,2,19,115,1,0,0,4,0,0
AD58-3,ED 51,99,40,4,1,3,12,144,0,0,3,3,0,0
AD58-3,ED 52,99,49,2,1,4,24,145,0,0,1,4,0,0
AD58-3,ED 53,99,58,3,1,9,58,255,0,0,4,3,1,1
AD58-3,ED 54,99,22,0,0,2,4,51,0,1,0,0,0,0
AD58-3,ED 55,99,28,0,0,2,11,88,0,0,0,0,0,0
AD58-3,ED 56,99,29,4,0,4,14,102,0,1,0,2,0,0
AD58-3,ED 57,99,80,4,0,6,23,118,3,0,3,0,0,0
AD58-3,ED 58,87.5,50,4,1,5,20,173,1,0,0,6,0,0
AD58-3,ED 59,87.5,70,7,1,5,29,125,3,0,0,4,0,1
AD58-3,ED 60,99,76,3,1,4,22,179,1,1,1,4,1,2
AD58-3,ED 61,99,50,2,0,7,13,119,0,1,1,2,0,0
AD58-3,ED 62,99,63,4,2,2,22,178,2,0,1,2,1,1
AD58-3,ED 63,99,50,0,0,0,18,147,0,1,3,4,0,0
AD58-3,ED 64,99,28,1,0,2,14,65,0,0,0,1,0,0
AD58-3,ED 65,99,0,0,0,0,0,0,0,0,0,0,0,0
AD58-3,ED 66,99,0,0,0,0,0,0,0,0,0,0,0,0
AD58-3,ED 67,99,0,0,0,0,0,0,0,0,0,0,0,0
AD59-3,ED 1,87.5,16,0,1,3,9,61,1,0,0,0,1,0
AD59-3,ED 2,87.5,37,2,0,3,13,118,0,0,2,2,0,0
AD59-3,ED 3,99,91,3,1,3,10,192,1,0,1,1,0,1
AD59-3,ED 4,99,64,1,1,6,24,191,0,1,0,1,0,0
AD59-3,ED 5,99,63,2,1,6,13,182,0,1,1,6,0,0
AD59-3,ED 6,99,58,3,0,2,19,177,1,0,1,5,0,0
AD59-3,ED 7,99,72,3,0,1,18,194,0,1,1,5,2,0
AD59-3,ED 8,99,51,5,0,2,25,186,1,0,1,2,0,0
AD59-3,ED 9,99,80,3,1,6,19,199,0,0,3,1,0,0
AD59-3,ED 10,99,81,3,0,6,14,128,0,0,3,5,0,0
AD59-3,ED 11,99,57,1,0,1,9,174,0,0,2,1,0,1
AD59-3,ED 12,99,71,4,0,3,19,171,0,0,3,13,0,2
AD59-3,ED 13,99,63,2,1,1,12,209,0,0,1,2,0,0
AD59-3,ED 14,99,46,4,0,4,17,96,2,1,0,2,0,0
AD59-3,ED 15,99,32,1,0,3,9,106,1,0,2,4,0,0
AD59-3,ED 16,99,49,3,0,4,10,123,2,1,0,1,0,0
AD59-3,ED 17,99,71,1,1,6,15,179,0,0,2,2,1,0
AD59-3,ED 18,99,51,5,1,3,18,213,1,0,3,4,0,1
AD59-3,ED 19,99,52,2,0,2,15,209,1,0,1,2,0,0
AD59-3,ED 20,99,36,5,1,1,13,148,0,0,1,1,0,0
AD59-3,ED 21,99,42,5,2,6,17,161,0,0,5,3,0,0
AD59-3,ED 22,99,52,2,1,5,9,168,1,1,0,2,0,0
AD59-3,ED 23,99,28,1,0,5,12,72,0,0,0,2,0,0
AD59-3,ED 24,99,15,2,1,3,11,86,0,0,1,1,0,0
AD59-3,ED 25,99,15,2,0,1,10,80,2,0,2,1,1,0
AD59-3,ED 26,99,40,1,0,0,19,111,0,1,0,1,0,0
AD59-3,ED 27,99,75,5,2,4,18,148,1,1,0,3,0,0
AD59-3,ED 28,99,47,4,0,2,14,119,0,1,1,5,0,0
AD59-3,ED 29,99,76,1,0,3,14,142,1,0,3,3,0,0
AD59-3,ED 30,99,83,1,2,6,16,147,2,0,1,8,0,0
AD59-3,ED 31,99,27,0,0,0,4,46,0,0,1,0,0,1
AD59-3,ED 32,99,52,2,0,2,19,186,1,1,1,3,0,1
AD59-3,ED 33,99,75,3,0,0,18,127,0,1,2,4,1,0
AD59-3,ED 34,99,94,1,0,1,18,105,0,0,2,5,0,1
AD59-3,ED 35,99,36,0,0,0,9,51,0,0,1,1,0,0
AD59-3,ED 36,99,83,4,0,2,19,141,0,1,1,1,0,1
AD59-3,ED 37,99,77,7,1,6,31,173,1,1,2,9,1,0
AD59-3,ED 38,99,76,3,1,1,22,115,1,0,1,8,0,0
AD59-3,ED 39,99,89,3,0,0,26,203,1,1,2,10,0,0
AD59-3,ED 40,99,9,1,0,0,0,23,0,1,0,0,0,1
AD59-3,ED 41,99,52,4,2,2,8,133,0,0,1,5,0,0
AD59-3,ED 42,99,48,2,0,0,6,91,1,3,1,5,0,0
AD59-3,ED 43,99,91,1,0,5,11,150,1,0,0,7,1,1
AD59-3,ED 44,99,24,3,0,1,4,67,0,1,0,1,0,0
AD59-3,ED 45,99,70,7,1,1,5,142,1,4,0,11,0,2
AD59-3,ED 46,99,44,4,2,2,7,100,3,2,0,9,1,1
AD59-3,ED 47,99,15,1,0,0,5,96,0,2,0,2,0,0
AD59-3,ED 48,99,16,2,0,1,4,115,0,7,0,10,0,0
AD59-3,ED 49,99,19,4,0,0,2,110,1,3,0,11,1,0
AD59-3,ED 50,99,25,4,0,3,2,94,0,3,1,7,2,2
AD59-3,ED 51,99,24,3,0,0,0,98,0,1,1,11,2,0
AD59-3,ED 52,99,55,5,0,4,8,103,0,4,2,21,1,0
AD59-3,ED 53,99,35,7,0,3,3,118,1,3,0,17,2,0
AD59-3,ED 54,99,32,4,0,0,4,65,2,1,0,15,0,1
AD59-3,ED 55,99,61,11,0,2,8,103,0,7,3,29,2,0
AD59-3,ED 56,99,68,10,1,1,5,130,2,3,0,17,1,0
AD59-3,ED 57,99,67,6,0,0,7,111,1,1,1,20,1,0
AD59-3,ED 58,99,18,4,0,1,4,44,0,0,0,5,0,0
AD59-3,ED 59,99,11,2,0,1,2,52,0,1,1,3,1,0
AD59-3,ED 60,99,24,9,1,0,2,37,0,0,0,4,0,0
AD59-3,ED 61,99,1,2,0,0,0,5,0,0,0,0,0,0
AD59-3,ED 62,99,1,0,0,0,0,0,0,0,0,0,0,0
AD59-3,ED 63,87.5,16,0,0,0,10,42,2,0,1,3,1,0
AD59-3,ED 64,99,1,0,0,0,1,4,0,0,0,0,0,0
AD59-3,ED 65,99,43,9,0,1,2,50,2,1,0,8,2,0
AD59-3,ED 66,99,23,1,0,0,6,41,0,3,0,5,1,0
AD59-3,ED 67,87.5,0,0,0,0,0,0,0,0,0,0,0,0
AD59-3,ED 68,99,0,0,0,0,0,0,0,0,0,0,0,0
AD59-3,ED 69,99,0,0,0,0,0,0,0,0,0,0,0,0
AD59-3,ED 70,87.5,0,0,0,0,0,0,0,0,0,0,0,0
AD60-3,ED 1,99,30,2,0,0,18,93,0,0,2,2,0,0
AD60-3,ED 2,99,34,3,0,0,18,96,2,0,1,1,0,0
AD60-3,ED 3,99,29,0,1,2,7,88,2,0,2,2,0,0
AD60-3,ED 4,99,66,1,0,2,16,136,0,0,0,4,0,0
AD60-3,ED 5,99,28,1,0,2,13,45,0,0,2,4,0,0
AD60-3,ED 6,99,54,2,0,2,20,121,0,0,5,1,0,0
AD60-3,ED 7,99,87,6,1,7,29,183,1,0,1,3,1,0
AD60-3,ED 8,99,38,3,0,0,11,106,0,0,4,3,0,0
AD60-3,ED 9,99,58,0,2,1,21,174,1,1,2,3,1,0
AD60-3,ED 10,99,60,7,0,1,38,167,1,0,4,1,0,0
AD60-3,ED 11,99,25,0,1,1,20,118,3,0,0,0,0,0
AD60-3,ED 12,99,28,0,0,3,20,75,1,0,1,2,0,0
AD60-3,ED 13,99,22,2,0,2,10,88,2,0,1,0,0,0
AD60-3,ED 14,99,61,3,0,5,29,186,1,1,2,5,0,0
AD60-3,ED 15,99,47,0,0,4,13,152,0,0,1,6,0,2
