AD,election_district,pct_reported,zohran_kwame_mamdani,scott_m_stringer,selma_k_bartholomew,zellnor_myrie,adrienne_e_adams,andrew_m_cuomo,jessica_ramos,whitney_r_tilson,michael_blake,brad_lander,paperboy_love_prince,write_in
AD49-3,ED 27,99,59,5,0,1,2,65,1,0,1,2,1,2
AD49-3,ED 28,99,62,5,0,3,3,51,0,0,0,6,0,1
AD49-3,ED 29,99,39,1,0,0,4,22,0,2,0,4,0,0
AD49-3,ED 30,99,91,3,0,1,2,63,1,0,0,8,0,2
AD49-3,ED 31,99,79,5,0,0,2,47,1,0,1,3,0,0
AD49-3,ED 32,85.71,57,4,0,1,1,43,2,1,1,7,0,1
AD49-3,ED 33,99,83,2,0,0,1,55,2,0,0,6,3,1
AD49-3,ED 34,85.71,40,0,0,3,1,22,0,0,0,4,0,0
AD49-3,ED 35,99,53,5,0,0,9,69,1,2,0,13,1,0
AD49-3,ED 36,99,47,7,1,0,4,45,1,3,0,8,2,0
AD49-3,ED 37,99,62,2,1,1,6,40,1,0,0,9,2,0
AD49-3,ED 38,99,36,4,0,2,2,47,1,1,0,6,0,0
AD49-3,ED 39,99,94,4,0,0,4,67,1,2,0,10,0,0
AD49-3,ED 40,99,50,4,0,1,3,43,0,3,0,7,0,0
AD49-3,ED 41,99,109,5,0,1,3,69,2,0,2,9,0,0
AD49-3,ED 42,99,43,2,0,0,4,44,0,1,1,7,0,0
AD49-3,ED 43,99,75,4,0,2,1,29,1,2,0,11,0,0
AD49-3,ED 44,99,20,1,0,0,0,27,0,1,0,1,0,0
AD49-3,ED 45,99,33,1,0,0,1,19,0,0,0,2,0,0
AD49-3,ED 46,99,1,0,0,0,0,0,0,0,0,0,0,0
AD49-3,ED 47,99,40,1,0,0,1,29,0,0,0,9,0,0
AD49-3,ED 48,85.71,8,0,0,1,0,15,0,0,0,1,0,0
AD49-3,ED 49,85.71,13,0,0,0,1,14,0,0,0,0,0,1
AD49-3,ED 50,99,42,3,0,1,3,48,0,2,0,4,0,0
AD49-3,ED 51,99,20,3,0,2,4,73,0,1,0,4,1,0
AD49-3,ED 52,99,60,1,0,0,1,21,1,1,1,4,0,0
AD49-3,ED 53,99,0,0,0,0,0,0,0,0,0,0,0,0
AD49-3,ED 54,99,0,0,0,0,0,0,0,0,0,0,0,0
AD49-3,ED 55,99,0,0,0,0,0,0,0,0,0,0,0,0
AD50-3,ED 1,99,503,2,0,7,11,87,1,6,2,88,1,0
AD50-3,ED 2,99,443,4,1,3,10,66,1,4,1,98,0,0
AD50-3,ED 3,99,483,3,0,4,12,57,2,3,3,111,0,0
AD50-3,ED 4,99,454,5,0,4,11,51,2,8,2,102,1,0
AD50-3,ED 5,99,355,6,0,3,7,63,0,1,2,84,0,0
AD50-3,ED 6,99,334,2,0,4,4,56,0,3,0,78,0,0
AD50-3,ED 7,99,281,6,0,5,9,45,1,4,2,94,1,0
AD50-3,ED 8,99,439,9,0,11,8,67,4,7,0,93,1,0
AD50-3,ED 9,99,142,3,0,1,9,39,1,6,1,48,0,0
AD50-3,ED 10,99,218,4,0,1,3,15,0,2,0,20,2,0
AD50-3,ED 11,99,276,3,0,3,8,20,1,1,1,62,0,0
AD50-3,ED 12,99,177,2,0,3,5,78,1,6,0,90,1,0
AD50-3,ED 13,99,335,3,0,1,5,28,1,2,0,67,0,1
AD50-3,ED 14,99,401,3,0,4,8,48,0,2,0,91,0,0
AD50-3,ED 15,99,291,2,0,8,6,44,0,5,0,81,1,1
AD50-3,ED 16,99,365,2,0,4,8,42,2,3,1,70,0,0
AD50-3,ED 17,99,431,3,0,0,7,49,2,5,0,76,4,0
AD50-3,ED 18,99,367,2,0,2,7,26,1,3,1,63,0,0
AD50-3,ED 19,99,387,7,0,1,7,45,0,7,0,54,4,0
AD50-3,ED 20,99,457,3,0,2,5,38,1,1,2,77,0,0
AD50-3,ED 21,99,381,7,1,7,7,46,0,1,0,74,0,1
AD50-3,ED 22,99,382,1,0,3,2,57,2,5,0,94,0,0
AD50-3,ED 23,99,317,6,0,11,9,71,1,8,0,95,2,0
AD50-3,ED 24,99,217,6,0,5,5,29,0,7,1,71,1,0
AD50-3,ED 25,99,282,2,0,5,5,38,0,4,0,80,1,0
AD50-3,ED 26,99,345,2,0,9,8,94,0,9,1,122,3,1
AD50-3,ED 27,99,200,2,0,5,5,91,1,2,0,67,0,0
AD50-3,ED 28,99,159,2,0,1,2,26,0,1,0,37,1,0
AD50-3,ED 29,99,209,5,0,5,13,112,1,8,0,79,0,0
AD50-3,ED 30,99,194,1,1,4,6,90,1,5,0,84,0,0
AD50-3,ED 31,99,152,0,0,1,1,44,1,4,0,47,0,0
AD50-3,ED 32,99,145,2,0,2,10,81,0,1,0,31,0,0
AD50-3,ED 33,99,132,4,0,1,15,172,2,8,0,31,1,6
AD50-3,ED 34,99,192,3,0,2,15,198,1,2,0,23,0,2
AD50-3,ED 35,99,29,1,0,2,15,197,1,1,0,4,0,6
AD50-3,ED 36,99,16,3,0,0,7,127,0,1,0,2,0,0
AD50-3,ED 37,99,29,5,0,0,18,284,0,3,0,1,0,4
AD50-3,ED 38,99,56,1,0,2,17,135,2,1,2,3,0,1
AD50-3,ED 39,99,8,3,0,4,17,181,0,0,0,2,0,3
AD50-3,ED 40,99,43,2,0,3,12,192,2,1,0,3,0,4
AD50-3,ED 41,99,88,0,0,0,11,102,1,2,0,6,0,3
AD50-3,ED 42,99,46,3,0,2,4,171,1,1,0,1,0,2
AD50-3,ED 43,88.89,4,1,0,3,13,155,0,2,0,2,0,2
AD50-3,ED 44,88.89,67,4,0,5,13,230,0,3,0,6,1,4
AD50-3,ED 45,88.89,16,3,0,2,12,247,0,0,0,2,0,1
AD50-3,ED 46,88.89,43,2,0,3,12,226,0,1,0,3,0,8
AD50-3,ED 47,88.89,4,3,0,1,9,193,0,2,1,1,0,8
AD50-3,ED 48,88.89,5,6,0,0,19,216,0,5,1,1,1,2
AD50-3,ED 49,88.89,1,1,0,2,9,161,0,0,0,2,1,6
AD50-3,ED 50,99,187,0,0,1,13,94,2,2,0,37,0,0
AD50-3,ED 51,99,264,3,0,2,4,63,1,2,0,49,0,0
AD50-3,ED 52,99,379,3,0,2,2,51,0,3,0,73,0,0
AD50-3,ED 53,99,261,6,0,5,4,41,1,10,0,91,0,0
AD50-3,ED 54,99,189,5,0,6,1,27,0,3,0,55,0,0
AD50-3,ED 55,99,90,1,0,1,1,16,1,0,0,35,0,0
AD50-3,ED 56,99,460,2,1,13,7,49,0,1,1,102,0,0
AD50-3,ED 57,99,522,3,0,7,1,42,1,1,1,106,1,3
AD50-3,ED 58,99,411,10,0,6,4,70,3,6,0,88,0,0
AD50-3,ED 59,99,442,3,0,5,5,60,0,4,0,73,1,0
AD50-3,ED 60,99,354,9,0,2,8,44,2,6,1,77,0,0
AD50-3,ED 61,99,449,3,0,5,4,63,0,6,1,114,0,0
AD50-3,ED 62,99,371,0,0,1,8,37,0,2,1,65,0,0
AD50-3,ED 63,99,359,2,0,3,5,26,0,2,1,73,0,1
AD50-3,ED 64,99,0,0,0,0,0,0,0,0,0,0,0,0
AD50-3,ED 65,99,174,3,1,1,5,34,2,3,0,53,0,0
AD50-3,ED 66,99,289,3,0,9,1,50,1,5,1,80,1,0
AD50-3,ED 67,99,0,0,0,0,0,0,0,0,0,0,0,0
AD50-3,ED 68,99,0,0,0,0,0,0,0,0,0,0,0,0
AD51-3,ED 1,99,119,0,0,1,1,45,0,1,0,12,2,0
AD51-3,ED 2,99,119,3,0,1,2,28,1,0,1,17,0,0
AD51-3,ED 3,99,21,3,0,1,6,66,0,1,0,4,0,0
AD51-3,ED 4,99,36,4,2,0,3,47,2,0,0,4,0,0
AD51-3,ED 5,99,57,1,0,1,3,35,0,1,0,3,0,0
AD51-3,ED 6,99,114,2,2,2,7,60,1,0,1,11,0,0
AD51-3,ED 7,99,162,2,1,1,4,67,3,0,0,19,0,2
AD51-3,ED 8,99,136,2,0,4,4,50,3,2,1,13,0,0
AD51-3,ED 9,99,116,3,0,3,5,44,1,0,0,8,0,0
AD51-3,ED 10,99,63,1,0,2,2,33,1,0,1,12,0,1
AD51-3,ED 11,99,143,1,0,1,5,62,1,1,1,14,1,0
AD51-3,ED 12,99,98,5,2,1,2,44,1,0,1,7,0,0
AD51-3,ED 13,99,165,1,0,4,0,45,1,0,1,23,0,1
AD51-3,ED 14,99,132,3,0,3,4,58,3,0,0,13,0,1
AD51-3,ED 15,99,144,1,1,0,4,75,1,0,0,13,0,0
AD51-3,ED 16,99,156,0,1,6,5,70,1,1,1,20,1,0
AD51-3,ED 17,99,165,1,0,2,2,53,1,0,1,31,0,0
AD51-3,ED 18,99,265,4,1,0,5,69,1,1,3,75,0,0
AD51-3,ED 19,99,196,0,1,2,1,53,3,3,2,36,0,0
AD51-3,ED 20,99,165,5,0,2,7,60,2,4,0,32,2,0
AD51-3,ED 21,99,316,4,0,3,18,109,0,3,1,83,2,0
AD51-3,ED 22,99,416,7,2,8,9,68,0,0,0,89,2,0
AD51-3,ED 23,99,267,4,0,3,6,20,1,1,0,53,1,0
AD51-3,ED 24,99,340,8,0,9,9,46,2,2,0,102,1,0
AD51-3,ED 25,99,220,5,0,8,8,39,0,4,0,124,0,1
AD51-3,ED 26,99,360,7,0,14,14,52,4,4,1,116,2,0
AD51-3,ED 27,99,85,4,0,2,3,24,0,0,0,46,0,0
AD51-3,ED 28,99,453,5,0,15,15,79,1,2,2,198,3,1
AD51-3,ED 29,99,360,2,0,9,24,84,0,4,2,235,2,0
AD51-3,ED 30,99,99,1,0,0,1,19,2,0,0,26,0,0
AD51-3,ED 31,99,44,1,0,0,0,17,1,0,0,4,0,0
AD51-3,ED 32,99,34,1,0,0,3,27,1,1,2,34,0,0
AD51-3,ED 33,99,274,3,0,2,2,48,1,2,3,86,2,0
AD51-3,ED 34,99,80,3,0,3,10,71,2,0,2,18,0,0
AD51-3,ED 35,99,81,3,0,1,7,47,2,0,0,21,0,0
AD51-3,ED 36,99,170,1,0,2,10,50,2,0,0,36,0,0
AD51-3,ED 37,99,38,7,0,3,9,76,3,0,0,6,0,0
AD51-3,ED 38,99,59,2,0,2,7,86,3,1,2,13,0,0
AD51-3,ED 39,99,31,1,0,2,1,12,0,0,0,0,0,0
AD51-3,ED 40,99,290,3,0,5,15,54,3,2,1,104,0,0
AD51-3,ED 41,99,232,3,0,5,8,43,1,2,0,127,0,1
AD51-3,ED 42,99,385,3,0,9,11,66,2,1,3,156,1,1
AD51-3,ED 43,99,128,5,2,1,10,59,2,2,1,58,1,2
AD51-3,ED 44,99,306,4,2,9,5,35,3,2,1,90,2,0
AD51-3,ED 45,99,216,7,0,3,11,36,1,1,0,39,1,0
AD51-3,ED 46,99,124,4,0,0,3,45,0,0,0,7,2,0
AD51-3,ED 47,99,161,1,0,2,3,73,0,0,0,3,1,0
AD51-3,ED 48,99,67,6,0,0,0,20,0,0,0,5,2,0
AD51-3,ED 49,99,62,1,0,0,1,39,0,0,0,10,0,0
AD51-3,ED 50,99,35,2,0,0,4,51,1,0,0,3,0,0
AD51-3,ED 51,99,51,1,0,0,4,67,0,2,0,4,0,0
AD51-3,ED 52,99,167,6,0,2,9,76,0,0,2,29,1,0
AD51-3,ED 53,99,63,2,0,2,2,98,1,5,0,2,0,0
AD51-3,ED 54,99,0,0,0,0,0,0,0,0,0,0,0,0
AD52-3,ED 1,99,5,2,1,1,14,208,0,0,1,0,0,7
AD52-3,ED 2,99,226,4,0,1,18,85,0,0,1,34,0,1
AD52-3,ED 3,99,59,0,0,1,2,12,0,0,0,14,1,0
AD52-3,ED 4,99,0,0,0,0,0,0,0,0,0,1,0,0
AD52-3,ED 5,99,175,6,0,2,9,43,0,4,0,67,1,0
AD52-3,ED 6,99,204,8,0,12,13,124,0,8,4,113,1,0
AD52-3,ED 7,99,152,3,0,4,17,121,0,3,2,96,0,0
AD52-3,ED 8,99,121,2,0,11,9,99,0,10,0,98,0,0
AD52-3,ED 9,99,182,10,0,13,25,134,0,9,0,123,1,1
AD52-3,ED 10,99,209,23,1,10,42,179,2,13,1,167,2,1
AD52-3,ED 11,99,386,5,1,5,15,28,2,2,2,73,0,1
AD52-3,ED 12,99,283,7,0,6,17,69,1,7,3,94,0,0
AD52-3,ED 13,99,37,0,0,0,0,2,0,0,0,7,0,0
AD52-3,ED 14,99,154,16,0,9,17,108,0,10,2,154,0,0
AD52-3,ED 15,99,135,12,0,10,29,153,1,6,3,124,0,2
AD52-3,ED 16,99,223,11,0,11,26,160,2,17,4,220,1,2
AD52-3,ED 17,99,230,16,1,11,12,162,1,14,0,178,1,0
AD52-3,ED 18,99,176,12,0,10,32,190,2,4,4,185,2,1
AD52-3,ED 19,99,161,6,0,4,16,45,1,11,2,63,0,1
AD52-3,ED 20,99,180,13,1,13,27,110,1,13,2,215,1,2
AD52-3,ED 21,99,298,9,1,20,24,140,1,8,3,205,1,0
AD52-3,ED 22,99,258,12,1,10,20,140,0,14,0,227,0,1
AD52-3,ED 23,99,250,12,0,18,21,101,2,7,3,151,2,0
AD52-3,ED 24,99,222,10,0,6,17,143,3,6,2,136,0,1
AD52-3,ED 25,99,303,16,0,16,12,111,0,12,0,190,1,0
AD52-3,ED 26,99,222,9,1,16,6,102,2,9,4,119,0,0
AD52-3,ED 27,99,92,1,0,4,2,4,2,6,2,21,0,0
AD52-3,ED 28,99,239,1,0,12,12,50,1,6,2,120,1,0
AD52-3,ED 29,99,351,3,1,14,16,54,4,6,3,115,0,1
AD52-3,ED 30,99,250,1,0,11,11,56,1,7,0,89,1,0
AD52-3,ED 31,99,197,5,0,9,12,68,0,5,1,120,1,1
AD52-3,ED 32,99,213,6,0,20,8,69,1,6,2,149,1,0
AD52-3,ED 33,99,84,2,0,3,1,24,1,3,0,67,0,0
AD52-3,ED 34,99,164,7,1,6,12,82,0,3,0,159,0,0
AD52-3,ED 35,99,182,3,0,2,7,65,0,5,0,129,0,0
AD52-3,ED 36,99,243,8,0,4,9,97,3,17,1,169,1,0
AD52-3,ED 37,99,244,3,0,4,17,74,0,4,0,130,0,0
AD52-3,ED 38,99,131,3,0,8,7,27,2,0,0,74,0,0
AD52-3,ED 39,99,242,7,0,13,20,87,1,10,0,134,2,1
AD52-3,ED 40,99,314,6,0,9,14,94,1,2,0,160,0,0
AD52-3,ED 41,99,263,7,0,5,12,79,0,2,1,152,1,0
AD52-3,ED 42,83.33,232,13,0,9,12,69,2,6,1,113,0,0
AD52-3,ED 43,99,211,5,0,4,11,41,2,3,1,134,1,0
AD52-3,ED 44,99,243,4,0,3,13,72,1,4,2,142,1,0
AD52-3,ED 45,99,252,13,0,12,8,81,1,5,0,164,1,0
AD52-3,ED 46,99,206,7,0,9,11,108,0,9,1,190,0,0
AD52-3,ED 47,99,276,5,0,7,6,92,1,4,1,204,1,0
AD52-3,ED 48,99,252,7,1,8,20,81,0,7,0,172,2,0
AD52-3,ED 49,99,290,12,0,11,11,91,0,8,1,185,1,0
AD52-3,ED 50,99,317,11,0,11,10,72,1,13,1,211,2,0
AD52-3,ED 51,99,120,1,0,4,7,40,0,2,1,52,1,0
AD52-3,ED 52,99,281,3,0,3,16,39,0,7,0,133,2,0
AD52-3,ED 53,99,203,2,0,9,3,33,0,3,0,105,0,0
AD52-3,ED 54,99,260,4,0,10,12,66,1,3,0,138,1,0
AD52-3,ED 55,99,48,0,0,1,5,57,0,0,0,7,0,0
AD52-3,ED 56,99,26,1,1,2,3,42,0,0,0,4,0,0
AD52-3,ED 57,99,212,6,0,8,20,57,1,3,0,147,1,0
AD52-3,ED 58,83.33,95,1,0,2,3,14,0,1,0,16,0,0
AD52-3,ED 59,99,130,1,0,5,14,85,0,1,1,42,0,1
AD52-3,ED 60,99,274,5,0,9,11,72,0,6,2,141,0,0
AD52-3,ED 61,99,287,10,0,10,17,120,3,12,2,175,1,0
AD52-3,ED 62,85.71,263,3,0,6,12,44,0,2,0,93,1,1
AD52-3,ED 63,99,285,10,0,10,12,81,4,6,0,166,1,0
AD52-3,ED 64,99,247,3,0,8,12,27,1,3,1,124,0,0
AD52-3,ED 65,99,252,7,0,16,12,80,3,11,1,214,1,0
AD52-3,ED 66,99,258,15,2,11,15,95,1,7,1,220,0,0
AD52-3,ED 67,99,262,2,0,10,13,72,0,6,3,233,0,0
AD52-3,ED 68,99,310,10,0,11,11,71,1,5,0,192,1,0
AD52-3,ED 69,99,382,3,1,19,11,74,0,10,2,194,0,0
AD52-3,ED 70,99,61,2,0,6,3,28,0,1,0,63,0,0
AD52-3,ED 71,85.71,286,4,0,10,20,67,2,6,1,136,0,0
AD52-3,ED 72,85.71,134,2,0,5,7,37,0,8,2,93,0,1
AD52-3,ED 73,85.71,362,6,1,17,9,47,0,8,1,165,0,0
AD52-3,ED 74,85.71,25,0,0,4,1,5,0,0,0,19,0,0
AD52-3,ED 75,99,258,6,0,22,21,57,1,5,0,161,0,0
AD52-3,ED 76,99,221,7,0,18,15,60,2,7,0,168,0,0
AD52-3,ED 77,99,306,5,1,32,26,89,2,5,2,264,1,1
AD52-3,ED 78,99,74,4,0,10,8,36,1,1,0,106,0,0
AD52-3,ED 79,99,270,6,0,18,19,90,0,10,3,222,0,2
AD52-3,ED 80,99,338,17,0,11,23,84,1,8,0,271,1,0
AD52-3,ED 81,99,314,8,0,11,26,96,1,6,2,292,0,0
AD52-3,ED 82,99,311,14,0,15,30,109,1,10,2,249,1,0
AD52-3,ED 83,99,239,19,0,18,28,159,1,10,0,332,0,0
AD52-3,ED 84,99,412,12,0,25,16,121,1,10,1,307,0,1
AD52-3,ED 85,99,308,9,0,12,15,103,0,9,2,283,0,0
AD52-3,ED 86,85.71,224,6,0,14,9,58,1,4,0,125,0,0
AD52-3,ED 87,99,0,0,0,0,0,0,0,0,0,1,0,0
AD52-3,ED 88,99,193,11,0,5,8,74,1,2,0,137,0,0
AD52-3,ED 89,99,152,3,0,6,5,25,0,3,0,56,0,0
AD52-3,ED 90,99,0,1,0,0,1,0,0,0,0,0,0,0
AD52-3,ED 91,99,0,0,0,0,0,0,0,0,0,0,0,0
AD52-3,ED 92,99,0,0,0,0,0,0,0,0,0,0,0,0
AD52-3,ED 93,99,0,0,0,0,0,0,0,0,0,0,0,0
AD52-3,ED 94,99,0,0,0,0,0,0,0,0,0,0,0,0
AD52-3,ED 95,99,0,0,0,0,0,0,0,0,0,0,0,0
AD52-3,ED 96,99,0,0,0,0,0,0,0,0,0,0,0,0
AD52-3,ED 97,99,0,0,0,0,0,0,0,0,0,0,0,0
AD52-3,ED 98,99,0,0,0,0,0,0,0,0,0,0,0,0
AD53-3,ED 1,99,347,1,2,2,9,65,2,0,2,22,0,2
AD53-3,ED 2,99,379,1,0,3,8,44,0,2,0,18,3,0
AD53-3,ED 3,99,269,0,0,3,5,55,1,1,1,14,1,0
AD53-3,ED 4,99,185,1,0,0,0,20,0,1,1,7,1,0
AD53-3,ED 5,99,229,0,0,2,4,48,2,0,1,5,1,1
AD53-3,ED 6,99,58,0,0,1,9,122,2,0,1,3,1,0
AD53-3,ED 7,99,161,1,0,1,5,53,1,0,1,3,1,0
AD53-3,ED 8,99,360,0,0,0,7,47,1,0,0,14,0,1
AD53-3,ED 9,83.33,249,0,0,2,3,27,1,1,0,16,0,2
AD53-3,ED 10,99,389,2,0,0,8,60,2,0,2,15,0,0
AD53-3,ED 11,60,127,1,0,0,1,13,0,0,0,11,0,0
AD53-3,ED 12,60,124,1,0,0,0,11,0,0,0,8,0,0
AD53-3,ED 13,99,413,0,0,4,4,35,3,0,3,25,0,0
AD53-3,ED 14,99,429,2,0,0,6,34,1,0,0,13,0,0
AD53-3,ED 15,99,304,1,0,2,2,34,1,2,0,24,0,0
AD53-3,ED 16,99,379,0,0,2,2,39,0,2,0,22,1,0
AD53-3,ED 17,99,543,1,0,3,2,34,1,0,0,23,0,0
AD53-3,ED 18,99,388,1,0,0,4,40,0,0,0,26,0,1
AD53-3,ED 19,99,406,0,0,3,4,41,1,0,1,36,3,1
AD53-3,ED 20,80,363,0,0,3,8,22,0,0,0,16,1,0
AD53-3,ED 21,99,341,1,0,2,9,72,0,1,0,25,0,0
AD53-3,ED 22,60,132,1,0,2,2,7,0,1,2,6,0,0
AD53-3,ED 23,99,304,2,0,2,3,31,0,4,0,25,0,0
AD53-3,ED 24,80,309,1,0,0,0,20,1,0,0,17,1,0
AD53-3,ED 25,99,434,0,1,2,3,18,0,0,0,22,0,0
AD53-3,ED 26,99,388,1,1,3,6,66,1,1,1,26,1,0
AD53-3,ED 27,99,386,4,1,2,2,33,0,1,0,24,1,0
AD53-3,ED 28,99,359,2,0,0,2,40,1,1,0,21,0,0
AD53-3,ED 29,99,356,0,1,3,1,49,1,1,1,25,1,0
AD53-3,ED 30,99,263,0,0,1,3,19,0,0,0,19,1,0
AD53-3,ED 31,99,352,2,0,1,1,15,0,0,0,22,0,0
AD53-3,ED 32,99,226,0,0,5,3,56,2,1,2,19,0,0
AD53-3,ED 33,60,2,0,0,0,0,5,0,0,0,0,0,0
AD53-3,ED 34,99,16,1,0,0,3,51,0,0,0,0,0,0
AD53-3,ED 35,99,135,0,0,0,6,56,1,0,1,11,0,0
AD53-3,ED 36,99,262,2,0,0,5,73,3,1,0,13,0,0
AD53-3,ED 37,99,78,0,0,2,14,230,1,0,3,6,0,4
AD53-3,ED 38,99,127,4,0,1,10,107,1,1,0,19,0,0
AD53-3,ED 39,99,105,5,0,4,16,106,0,3,1,17,1,1
AD53-3,ED 40,99,164,5,1,3,9,82,0,2,1,15,0,3
AD53-3,ED 41,99,355,1,0,6,6,93,3,2,1,36,0,2
AD53-3,ED 42,99,48,1,0,2,3,45,1,0,0,2,0,0
AD53-3,ED 43,99,410,1,0,5,4,41,3,1,2,45,0,1
AD53-3,ED 44,99,172,2,0,2,8,57,5,1,2,37,0,0
AD53-3,ED 45,99,212,1,0,1,0,60,4,1,1,29,0,0
AD53-3,ED 46,99,248,5,0,3,6,76,1,0,0,24,0,0
AD53-3,ED 47,99,247,1,0,6,0,44,0,0,0,36,0,0
AD53-3,ED 48,99,239,0,0,4,5,52,1,1,0,46,0,0
AD53-3,ED 49,99,308,4,0,0,7,34,1,3,0,37,0,0
AD53-3,ED 50,99,254,0,0,4,6,61,1,1,1,31,1,0
AD53-3,ED 51,99,108,1,0,1,2,97,1,3,0,15,0,1
AD53-3,ED 52,99,228,2,0,0,3,99,0,0,0,23,0,0
AD53-3,ED 53,99,402,2,0,2,3,70,1,3,0,36,0,0
AD53-3,ED 54,99,334,3,0,5,8,49,0,2,0,41,0,1
AD53-3,ED 55,99,271,1,1,3,5,44,3,2,1,29,0,0
AD53-3,ED 56,99,315,1,0,3,6,83,0,1,0,46,1,0
AD53-3,ED 57,99,31,0,1,0,3,84,1,0,1,0,1,0
AD53-3,ED 58,99,237,1,0,0,1,25,0,0,0,27,0,0
AD53-3,ED 59,99,146,1,0,1,10,48,2,0,0,18,0,0
AD53-3,ED 60,99,600,5,0,2,11,69,3,1,1,96,1,0
AD53-3,ED 61,99,447,5,0,5,7,50,2,4,1,98,0,0
AD53-3,ED 62,99,102,2,0,0,15,113,1,0,2,12,0,0
AD53-3,ED 63,99,174,0,0,2,0,25,0,0,1,5,0,0
AD54-3,ED 1,99,38,0,0,2,0,10,0,0,0,1,0,0
AD54-3,ED 2,99,202,1,0,0,2,16,0,0,0,0,0,0
AD54-3,ED 3,99,52,1,0,0,1,8,0,0,0,0,0,0
AD54-3,ED 4,99,86,2,0,2,8,58,0,0,1,1,0,0
AD54-3,ED 5,99,40,1,0,1,3,48,0,1,0,0,0,0
AD54-3,ED 6,99,20,1,0,0,7,54,0,0,1,2,0,1
AD54-3,ED 7,99,104,0,0,1,4,52,0,0,0,0,0,0
AD54-3,ED 8,60,11,0,0,0,2,11,0,0,0,0,0,1
AD54-3,ED 9,60,11,0,0,0,1,7,0,0,0,0,0,0
AD54-3,ED 10,99,82,2,0,2,3,45,2,0,0,0,0,0
AD54-3,ED 11,99,50,0,1,1,4,45,0,0,0,2,0,0
AD54-3,ED 12,99,44,0,0,1,8,54,1,0,0,1,1,0
AD54-3,ED 13,99,25,1,2,0,5,48,0,1,0,1,0,0
AD54-3,ED 14,99,28,1,0,0,12,48,0,0,1,0,0,0
AD54-3,ED 15,99,32,4,0,2,6,43,0,0,0,0,0,0
AD54-3,ED 16,99,18,0,0,4,5,23,1,0,0,0,0,1
AD54-3,ED 17,99,24,0,0,1,7,55,0,0,0,3,0,0
AD54-3,ED 18,99,62,0,0,1,10,67,0,0,0,1,0,0
AD54-3,ED 19,99,30,1,1,0,6,42,0,0,2,0,0,0
AD54-3,ED 20,99,26,1,0,1,2,32,3,0,0,1,0,0
AD54-3,ED 21,99,28,2,0,0,2,35,0,0,0,0,0,0
AD54-3,ED 22,99,55,2,0,2,1,46,0,0,1,0,0,0
AD54-3,ED 23,99,52,3,2,2,7,54,1,0,1,3,0,0
AD54-3,ED 24,99,38,1,0,1,3,45,1,0,1,4,0,0
AD54-3,ED 25,60,12,1,0,0,0,9,0,0,0,1,0,0
AD54-3,ED 26,99,38,0,0,2,2,30,1,1,0,3,0,0
AD54-3,ED 27,99,64,0,0,0,1,43,0,0,0,3,0,0
AD54-3,ED 28,99,63,1,1,1,4,42,1,0,2,5,0,0
AD54-3,ED 29,99,62,1,0,0,9,58,1,0,0,1,0,0
AD54-3,ED 30,99,54,1,0,0,2,41,0,0,0,1,0,0
AD54-3,ED 31,99,59,0,0,1,18,87,1,1,0,3,0,0
AD54-3,ED 32,99,57,0,0,1,2,56,0,0,1,1,0,0
AD54-3,ED 33,99,80,0,1,4,10,79,3,0,0,2,0,0
AD54-3,ED 34,99,55,1,0,1,8,77,3,0,1,4,0,0
AD54-3,ED 35,99,89,3,0,2,11,96,2,0,0,6,0,0
AD54-3,ED 36,99,94,5,0,4,12,90,0,1,2,9,0,0
AD54-3,ED 37,99,174,0,0,1,22,41,1,0,1,10,0,1
AD54-3,ED 38,99,268,1,0,5,18,109,2,0,2,19,0,0
AD54-3,ED 39,99,316,5,0,3,10,67,1,2,0,15,1,0
AD54-3,ED 40,99,287,1,1,0,10,62,2,4,0,8,1,0
AD54-3,ED 41,99,277,3,2,4,14,56,3,0,0,12,1,1
AD54-3,ED 42,99,203,2,0,4,9,38,0,0,0,5,0,0
AD54-3,ED 43,99,249,0,0,2,13,61,1,0,0,16,0,0
AD54-3,ED 44,99,270,1,0,3,10,54,1,1,0,12,0,0
AD54-3,ED 45,99,260,1,0,2,6,72,2,0,0,8,0,1
AD54-3,ED 46,83.33,227,1,0,1,7,34,2,0,0,7,0,0
AD54-3,ED 47,83.33,252,2,0,6,3,45,0,1,0,17,0,0
AD54-3,ED 48,83.33,219,1,0,0,8,42,1,0,0,11,0,2
AD54-3,ED 49,99,253,1,0,2,1,51,1,0,1,16,2,1
AD54-3,ED 50,99,288,1,0,1,5,45,1,2,0,13,1,0
AD54-3,ED 51,83.33,187,0,0,2,10,45,1,0,0,15,1,0
AD54-3,ED 52,83.33,145,0,0,0,3,27,0,0,0,5,1,0
AD54-3,ED 53,83.33,177,1,0,3,5,31,1,0,1,11,0,0
AD54-3,ED 54,99,231,0,1,2,5,36,1,0,0,16,1,0
AD54-3,ED 55,99,180,0,0,3,7,52,1,1,0,6,0,1
AD54-3,ED 56,99,217,1,1,1,9,72,1,0,4,9,0,0
AD54-3,ED 57,99,184,2,0,3,6,64,1,1,0,8,1,1
AD54-3,ED 58,99,3,0,0,0,3,8,0,0,0,0,0,0
AD54-3,ED 59,99,0,0,0,0,0,0,0,0,0,0,0,0
AD54-3,ED 60,99,15,0,0,2,0,14,0,0,0,0,0,1
AD54-3,ED 61,99,37,1,0,1,7,38,0,0,0,0,0,0
